photo_file,name,position,one_liner
coach-6.jpg,,,
coach-7.jpg,,,
coach-8.jpg,,,
coach-9.jpg,,,
coach-10.jpg,,,
coach-11.jpg,,,
coach-12.jpg,,,
coach-13.jpg,,,
coach-14.jpg,,,
coach-15.jpg,,,
coach-16.jpg,,,
coach-17.jpg,,,
